gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00025	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00026	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00030	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00031	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00116	malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00164	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00234	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00235	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00236	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00237	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00240	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00241	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00242	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00244	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00245	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00246	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00247	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00382	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00658	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01677	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01678	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01679	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01681	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01682	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01899	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01900	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01902	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K01903	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K05942	citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K18118	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K18859	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K18860	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle (TCA cycle, Krebs cycle)	ag	central carbon	TCA
K00030	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K00031	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K01681	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K01682	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K05942	citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	ag	central carbon	TCA
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00025	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00026	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00116	malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00164	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00234	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00235	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00236	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00237	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00240	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00241	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00242	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00244	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00245	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00246	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00247	fumarate reductase [EC:1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00382	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00658	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01677	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01678	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01679	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01899	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01900	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01902	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K01903	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K18118	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K18859	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K18860	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	ag	central carbon	TCA
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00169	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00170	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00171	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00172	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00174	2-oxoglutarate ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00175	2-oxoglutarate ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00176	2-oxoglutarate ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00177	2-oxoglutarate ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01677	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01678	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01902	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01903	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01959	pyruvate carboxylase [EC:6.4.1.1] [RN:R00344]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K01960	pyruvate carboxylase [EC:6.4.1.1] [RN:R00344]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K18209	fumarate reductase (CoM/CoB) [EC:1.3.4.1] [RN:R10660]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K18210	fumarate reductase (CoM/CoB) [EC:1.3.4.1] [RN:R10660]	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	ag	central carbon	TCA
K00027	malate dehydrogenase (oxaloacetate-decarboxylating)	TCA /Reductive TCA	ag	central carbon	TCA
K00041	tagaturonate reductase [EC:1.1.1.58] [RN:R02555]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K01625	2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K01685	altronate hydrolase [EC:4.2.1.7] [RN:R01540]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K01812	glucuronate isomerase [EC:5.3.1.12] [RN:R01983]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K16849	altronate hydrolase [EC:4.2.1.7] [RN:R01540]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K16850	altronate hydrolase [EC:4.2.1.7] [RN:R01540]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K17463	2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	ag	central carbon	glycolysis
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	ag	central carbon	glycolysis
K00883	2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58] [RN:R03387]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	ag	central carbon	glycolysis
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	ag	central carbon	glycolysis
K01631	2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21] [RN:R01064]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	ag	central carbon	glycolysis
K01684	galactonate dehydratase [EC:4.2.1.6] [RN:R03033]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	ag	central carbon	glycolysis
K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	ag	central carbon	glycolysis
K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	ag	central carbon	glycolysis
K01625	2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	ag	central carbon	glycolysis
K01690	phosphogluconate dehydratase [EC:4.2.1.12] [RN:R02036]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	ag	central carbon	glycolysis
K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	ag	central carbon	glycolysis
K00849	galactokinase [EC:2.7.1.6] [RN:R01092]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	ag	central carbon	glycolysis
K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12] [RN:R00955]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	ag	central carbon	glycolysis
K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	ag	central carbon	glycolysis
K01785	aldose 1-epimerase [EC:5.1.3.3] [RN:R10619]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	ag	central carbon	glycolysis
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K00150	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01086	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01596	phosphoenolpyruvate carboxykinase [EC:4.1.1.32 4.1.1.49] [RN:R00431 R00726 R00341]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01610	phosphoenolpyruvate carboxykinase [EC:4.1.1.32 4.1.1.49] [RN:R00431 R00726 R00341]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11] [RN:R01070 R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01689	enolase [EC:4.2.1.11] [RN:R00658]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1] [RN:R01015]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K01834	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K02446	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K03841	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K04041	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K11532	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K11645	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K15633	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K15634	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K15635	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Gluconeogenesis, oxaloacetate => fructose-6P	ag	central carbon	glycolysis
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00150	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00844	hexokinase/glucokinase [EC:2.7.1.1 2.7.1.2] [RN:R01786]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00845	hexokinase/glucokinase [EC:2.7.1.1 2.7.1.2] [RN:R01786]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00850	6-phosphofructokinase [EC:2.7.1.11] [RN:R04779]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00873	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00886	polyphosphate glucokinase [EC:2.7.1.63] [RN:R02189]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00918	ADP-dependent phosphofructokinase [EC:2.7.1.146] [RN:R09084]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
